feature,value,1,10,11,12,13,14,15,16,17,18,19,2,20,21,3,4,5,6,7,8,9
attn_0_0_outputs,0,4.620559,-10.2603,-11.555218,-11.96952,-12.453206,-13.019639,-13.662083,-14.6526375,-14.680908,-15.621193,-15.426798,2.355197,-12.523843,-13.53379,2.871648,5.577383,2.3440785,-0.14962842,-3.032603,-5.9580708,-8.432085
attn_0_0_outputs,1,2.8790553,-4.455554,-5.1759076,-5.9421196,-6.1815705,-6.7005324,-7.4890785,-7.940518,-8.763238,-8.462512,-8.466869,2.1692367,-4.7498717,-5.9754987,1.8768977,8.364511,5.716166,3.9560542,1.6842985,-0.67141545,-2.5991323
attn_0_0_outputs,10,4.592175,-5.1517916,-6.3123136,-6.9483857,-7.321597,-7.7545753,-8.789922,-9.524932,-9.944394,-10.6087265,-10.632402,3.6498027,-8.087915,-9.548782,3.5371454,7.664013,5.056242,3.297256,0.9635521,-1.442329,-3.5091615
attn_0_0_outputs,11,5.78585,-5.3301578,-6.5097146,-7.351981,-7.702657,-8.44979,-9.4601965,-10.18388,-10.926174,-11.548923,-11.543247,4.834495,-9.105483,-10.215935,5.3885617,9.264022,6.224694,4.0410743,1.4197863,-1.1771916,-3.415557
attn_0_0_outputs,12,4.3551726,-5.0699105,-5.9649487,-6.6345177,-6.8266497,-7.5039806,-8.29799,-9.037155,-9.431395,-9.955417,-9.933091,3.6803753,-7.836255,-8.528398,3.186063,7.3964243,4.954103,3.1310716,0.9196669,-1.4268302,-3.3544264
attn_0_0_outputs,13,6.14409,-4.993958,-6.215546,-7.0638843,-7.3290877,-7.994396,-9.027226,-9.83426,-10.349383,-10.996904,-11.067864,4.7892,-8.841223,-9.940288,4.8180976,9.159231,6.1862574,4.126623,1.574754,-0.9999963,-3.1938567
attn_0_0_outputs,14,4.897421,-4.843156,-5.9259305,-6.6101646,-6.97113,-7.574534,-8.537809,-9.02243,-9.876791,-10.493386,-10.450883,3.8009849,-7.7449126,-8.702562,3.668493,7.9896975,5.4271383,3.6039429,1.3177284,-1.0294166,-3.103281
attn_0_0_outputs,15,6.7660313,-4.7981176,-5.968708,-6.829348,-7.158264,-7.925661,-8.855719,-9.6777115,-10.277285,-11.058078,-10.875812,5.766368,-8.957309,-9.751862,6.0085354,9.778294,6.7142725,4.542747,1.924271,-0.6762378,-2.9164603
attn_0_0_outputs,16,6.762989,-4.56654,-5.7802987,-6.6010876,-6.9957166,-7.7027607,-8.671288,-9.463856,-10.173896,-10.788069,-10.911367,5.572053,-8.907493,-9.586744,6.09011,10.132437,7.0095778,4.8505454,2.2040696,-0.4154254,-2.6550682
attn_0_0_outputs,17,6.1440506,-4.6079235,-5.7550073,-6.588069,-6.9787235,-7.696825,-8.722637,-9.380691,-10.123774,-10.6387615,-10.767021,5.509206,-8.727312,-9.609466,6.399092,10.132312,7.0379376,4.855631,2.1978106,-0.4260466,-2.6460755
attn_0_0_outputs,18,4.0787387,-4.2801895,-5.2547574,-6.031355,-5.996845,-6.8357005,-7.806921,-8.003774,-8.866494,-9.229822,-9.264516,3.6822,-6.4549956,-8.121704,3.2798226,8.397545,5.8486934,4.141748,1.6914226,-0.51544017,-2.5772057
attn_0_0_outputs,19,6.412862,-4.2722044,-5.510692,-6.23442,-6.6222425,-7.292404,-8.25428,-9.131168,-9.784275,-10.06597,-10.456548,5.515615,-7.870763,-9.391235,5.6334653,10.152701,7.1302466,4.9410596,2.4060254,-0.26114377,-2.3607621
attn_0_0_outputs,2,2.8382,-4.176322,-5.061429,-5.6782255,-5.9946113,-6.435666,-7.1189775,-7.7692766,-8.225263,-8.742225,-8.097081,2.3407729,-4.553971,-5.408183,2.2451947,8.385785,5.822988,4.177021,1.8668842,-0.4783618,-2.3399258
attn_0_0_outputs,20,4.6622725,-3.8370397,-4.6734257,-5.3247185,-5.645999,-6.2054925,-6.988617,-7.78328,-8.523025,-8.5299225,-8.559812,3.960305,-6.441565,-7.2128897,4.012315,8.850629,6.34824,4.5343466,2.2755368,-0.10461076,-1.9447268
attn_0_0_outputs,21,6.5184484,-4.047284,-5.2608113,-6.088616,-6.451314,-7.230357,-8.217173,-9.042904,-9.585732,-10.386063,-10.342271,5.710853,-8.456068,-9.683726,6.370676,10.491667,7.5014033,5.367342,2.7317128,0.11791733,-2.1136303
attn_0_0_outputs,22,4.1099663,-3.7922642,-4.741053,-5.5343537,-5.6919594,-6.366164,-7.19755,-7.878944,-8.748607,-8.789719,-9.0111265,4.2702575,-6.487352,-7.4587293,3.592589,9.053963,6.5117974,4.729335,2.458256,-0.02320645,-2.054369
attn_0_0_outputs,23,5.973032,-3.4434063,-4.6540666,-5.434757,-5.818167,-6.530335,-7.528359,-8.286191,-8.913961,-9.470841,-9.672048,5.68319,-7.3480797,-8.170367,6.248054,10.9123,7.963149,5.903187,3.2503555,0.6678756,-1.5103395
attn_0_0_outputs,24,4.3465858,-3.5960763,-4.638469,-5.244116,-5.590208,-5.9171824,-7.1372037,-7.718774,-7.982051,-8.3656,-8.486378,4.183338,-6.560004,-7.4099054,3.7120397,8.925953,6.489771,4.793862,2.509752,0.13936931,-1.7768893
attn_0_0_outputs,25,3.9587502,-3.2002141,-4.283797,-4.9990563,-5.1600437,-5.927251,-6.5170794,-7.54436,-7.9756174,-8.163975,-8.589204,3.6418195,-5.9674306,-6.5637927,3.9220617,9.414481,6.855153,5.129528,2.9095092,0.5295903,-1.6257145
attn_0_0_outputs,26,6.629697,-3.2739406,-4.4118047,-5.146508,-5.588191,-6.209094,-7.1971846,-7.858879,-8.498243,-9.300907,-9.22969,5.4528165,-6.673863,-8.720655,6.262509,10.822212,7.887985,5.812405,3.227983,0.76235175,-1.4745644
attn_0_0_outputs,27,4.0663667,-3.0365517,-3.9623947,-4.7687483,-5.025575,-5.6744576,-6.595614,-7.1650925,-7.7003207,-7.9547505,-8.6809435,4.200946,-5.4249454,-7.121368,4.7283196,9.888321,7.2868214,5.5021734,3.234292,0.8218542,-1.2433963
attn_0_0_outputs,28,3.6399133,-3.0299885,-4.0009046,-4.7335143,-4.9499216,-5.488717,-6.535619,-7.4770355,-7.672377,-8.007589,-8.435277,4.3135657,-6.010268,-7.5005326,4.288867,9.75915,7.272691,5.5118303,3.2071757,0.7413651,-1.09717
attn_0_0_outputs,29,2.6690054,-2.9160485,-3.9276009,-4.8446383,-4.810703,-5.6417227,-6.703142,-7.4816847,-7.7696986,-8.0727215,-8.523247,4.5864034,-5.9762163,-6.7972493,4.268158,10.128842,7.5466313,5.742941,3.4566505,0.9473417,-1.1262866
attn_0_0_outputs,3,3.0310082,-4.380677,-5.19343,-5.9582405,-5.917915,-6.707165,-7.1065073,-8.3031435,-8.288893,-8.958262,-8.1146555,2.2433224,-4.6174273,-5.606539,2.175359,8.351154,5.782005,4.0089216,1.6988701,-0.5605066,-2.5909033
