feature,value,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,10.557135,-4.4892783,-6.572091,-8.299287,-9.857304,-10.847686,-12.303618,-12.332968,-12.835508,-10.822358,7.873116,13.248297,12.188187,9.350445,6.4796095,3.184027,-0.93926215,-2.5805075
attn_0_0_outputs,1,1.4682927,-3.3073046,-4.8421235,-6.1316752,-7.2381606,-7.705133,-8.36629,-7.570556,-7.067716,-4.021216,1.9116253,7.605194,8.362835,6.7826753,4.9782,2.5361753,-0.8825102,-1.8539053
attn_0_0_outputs,10,7.344245,-4.044735,-5.7067585,-7.2362943,-8.542578,-9.285098,-10.4111595,-10.2867155,-10.289233,-8.184595,5.906197,9.682117,9.181347,7.104974,4.839667,2.2460673,-1.3733195,-2.5518038
attn_0_0_outputs,11,9.0341425,-4.093502,-5.7482753,-7.3521585,-8.799252,-9.604415,-10.425748,-10.766808,-10.462636,-9.072534,6.354202,10.596304,9.937707,7.637703,5.226288,2.4268854,-1.2479752,-2.5448682
attn_0_0_outputs,12,11.302669,-4.171636,-6.2122107,-7.9770756,-9.5979185,-10.56178,-11.835208,-12.023631,-12.221302,-10.629532,8.2563305,13.50673,12.416093,9.644227,6.7345786,3.4850152,-0.6253622,-2.3291228
attn_0_0_outputs,13,9.537846,-4.2643867,-6.117883,-7.5849266,-9.135088,-10.109901,-10.997597,-11.090978,-11.337634,-9.803331,6.7072425,11.511493,10.618568,8.144639,5.5659704,2.6439648,-1.2250832,-2.6290247
attn_0_0_outputs,14,11.370921,-4.284975,-6.391098,-8.119604,-9.725767,-10.80733,-11.889212,-12.260764,-12.470701,-10.923574,8.636825,13.534283,12.445758,9.584982,6.6792583,3.3741128,-0.73413116,-2.4630136
attn_0_0_outputs,15,7.224456,-4.0496163,-5.7327056,-7.17983,-8.539712,-9.316441,-10.291975,-10.007712,-10.235339,-8.988169,5.4722505,9.406417,9.009219,6.974307,4.8047795,2.1703684,-1.3533875,-2.4830844
attn_0_0_outputs,16,7.3383527,-4.1109805,-5.7057495,-7.0445347,-8.447065,-9.295365,-10.17808,-10.389152,-10.211549,-8.674936,5.8824773,9.225771,8.807796,6.8353105,4.6188173,2.0549526,-1.4504005,-2.5874257
